Symbol	LogFC	Type
ENSG00000164111	0.403850103	Gene
ENSG00000131480	0.798745998	Gene
ENSG00000213983	1.232479185	Gene
ENSG00000254470	0.564550644	Gene
ENSG00000242802	0.848579501	Gene
ENSG00000011132	1.381524242	Gene
ENSG00000077420	0.884526226	Gene
ENSG00000115266	0.993449429	Gene
ENSG00000154856	0.762682045	Gene
ENSG00000134817	0.871208646	Gene
ENSG00000244509	0.81632015	Gene
ENSG00000128394	1.317020765	Gene
ENSG00000239713	1.160969531	Gene
ENSG00000184730	1.461339453	Gene
ENSG00000130203	0.6196267	Gene
ENSG00000100342	0.691613902	Gene
ENSG00000128284	0.875039167	Gene
ENSG00000221963	0.798968678	Gene
ENSG00000240583	2.738015848	Gene
ENSG00000078061	0.828031582	Gene
ENSG00000186635	1.082265904	Gene
ENSG00000101199	0.62103014	Gene
ENSG00000175220	0.647951372	Gene
ENSG00000140750	0.715998148	Gene
ENSG00000213390	0.537091782	Gene
ENSG00000269891	1.018988989	Gene
ENSG00000128805	0.614696191	Gene
ENSG00000275832	0.881524281	Gene
ENSG00000159314	1.556388499	Gene
ENSG00000186517	1.780043128	Gene
ENSG00000031081	0.591350953	Gene
ENSG00000004777	0.99785167	Gene
ENSG00000147799	0.974687647	Gene
ENSG00000089820	1.221587812	Gene
ENSG00000180448	1.688368192	Gene
ENSG00000076928	1.444679286	Gene
ENSG00000104728	0.621468093	Gene
ENSG00000074964	0.863150774	Gene
ENSG00000198844	1.182599784	Gene
ENSG00000130762	1.789891006	Gene
ENSG00000110237	0.577529104	Gene
ENSG00000104880	0.967128312	Gene
ENSG00000165801	0.972681383	Gene
ENSG00000117713	0.503820015	Gene
ENSG00000116017	0.709249476	Gene
ENSG00000179361	0.786882845	Gene
ENSG00000196843	0.884259896	Gene
ENSG00000177917	0.527670309	Gene
ENSG00000140691	0.745584066	Gene
ENSG00000198520	0.980130653	Gene
ENSG00000141480	0.45241056	Gene
ENSG00000197070	0.950703839	Gene
ENSG00000105643	0.785466004	Gene
ENSG00000100299	0.676081344	Gene
ENSG00000183876	0.916086548	Gene
ENSG00000099889	0.834717019	Gene
ENSG00000088280	1.058068057	Gene
ENSG00000100325	0.870847705	Gene
ENSG00000110881	0.584627648	Gene
ENSG00000213199	1.12421076	Gene
ENSG00000244617	1.274544192	Gene
ENSG00000169696	0.956184476	Gene
ENSG00000160072	1.041157654	Gene
ENSG00000215915	1.960080925	Gene
ENSG00000213676	0.868105618	Gene
ENSG00000170653	0.666293753	Gene
ENSG00000168010	0.638072722	Gene
ENSG00000110046	1.055191744	Gene
ENSG00000168397	0.669412147	Gene
ENSG00000111676	1.173057552	Gene
ENSG00000168874	1.707490309	Gene
ENSG00000206190	0.823975127	Gene
ENSG00000068650	0.989870957	Gene
ENSG00000101974	0.493288149	Gene
ENSG00000105726	0.786985117	Gene
ENSG00000129244	0.694692297	Gene
ENSG00000074370	1.531917273	Gene
ENSG00000143882	1.070167089	Gene
ENSG00000171953	0.467791837	Gene
ENSG00000168488	0.802646045	Gene
ENSG00000162650	0.799977231	Gene
ENSG00000158321	0.449652739	Gene
ENSG00000135407	0.906231561	Gene
ENSG00000103126	0.762054231	Gene
ENSG00000167601	0.888318533	Gene
ENSG00000142920	0.467661781	Gene
ENSG00000183778	1.115018125	Gene
ENSG00000109956	0.912096935	Gene
ENSG00000237172	0.905345922	Gene
ENSG00000182272	0.826464672	Gene
ENSG00000086062	0.652412612	Gene
ENSG00000182240	0.921298834	Gene
ENSG00000156273	0.732551082	Gene
ENSG00000151929	2.107770425	Gene
ENSG00000266074	0.962705017	Gene
ENSG00000140320	0.683654485	Gene
ENSG00000007516	1.256155785	Gene
ENSG00000030110	0.637807712	Gene
ENSG00000172530	0.89761457	Gene
ENSG00000198604	0.695612859	Gene
ENSG00000076108	0.568149927	Gene
ENSG00000187244	1.136969837	Gene
ENSG00000050820	0.802791628	Gene
ENSG00000137936	0.751204184	Gene
ENSG00000105552	1.247895872	Gene
ENSG00000153094	0.744221365	Gene
ENSG00000069399	1.078990882	Gene
ENSG00000113916	1.158282565	Gene
ENSG00000161940	0.911172958	Gene
ENSG00000099385	0.74965273	Gene
ENSG00000186174	0.862236038	Gene
ENSG00000085185	0.819752728	Gene
ENSG00000168398	1.478278968	Gene
ENSG00000127325	1.017842144	Gene
ENSG00000177951	0.754917055	Gene
ENSG00000182492	1.199848278	Gene
ENSG00000063169	1.623287455	Gene
ENSG00000136717	0.914957527	Gene
ENSG00000110934	0.915179998	Gene
ENSG00000147439	0.639692707	Gene
ENSG00000095585	0.859972458	Gene
ENSG00000189114	0.662607646	Gene
ENSG00000168487	1.330935236	Gene
ENSG00000101144	0.595009502	Gene
ENSG00000116985	1.045485826	Gene
ENSG00000163141	0.785462321	Gene
ENSG00000144857	1.131718882	Gene
ENSG00000176720	1.503491482	Gene
ENSG00000106009	0.998681428	Gene
ENSG00000169925	0.500429967	Gene
ENSG00000141867	0.706548547	Gene
ENSG00000185024	0.584303018	Gene
ENSG00000164713	0.718614875	Gene
ENSG00000182685	1.156272101	Gene
ENSG00000130303	1.486099101	Gene
ENSG00000154640	0.628949837	Gene
ENSG00000010671	0.720022999	Gene
ENSG00000124508	0.722218953	Gene
ENSG00000026950	0.638756127	Gene
ENSG00000186470	0.5632245	Gene
ENSG00000214688	2.979634019	Gene
ENSG00000283199	1.771003098	Gene
ENSG00000100802	0.775722065	Gene
ENSG00000167173	0.899817614	Gene
ENSG00000159761	0.852765874	Gene
ENSG00000260456	0.879402819	Gene
ENSG00000267221	0.7888462	Gene
ENSG00000214226	0.665798511	Gene
ENSG00000177576	0.676206998	Gene
ENSG00000119559	0.869631372	Gene
ENSG00000105072	0.613527569	Gene
ENSG00000160392	0.607584168	Gene
ENSG00000132016	0.800288759	Gene
ENSG00000183397	1.823284846	Gene
ENSG00000131591	1.093175247	Gene
ENSG00000143110	0.598654417	Gene
ENSG00000119280	0.962733137	Gene
ENSG00000239887	0.708348275	Gene
ENSG00000143793	0.606320668	Gene
ENSG00000173372	2.380758106	Gene
ENSG00000173369	2.63162345	Gene
ENSG00000159189	2.670805351	Gene
ENSG00000131094	1.056682361	Gene
ENSG00000173918	1.057491991	Gene
ENSG00000133466	1.153620762	Gene
ENSG00000159403	1.592207442	Gene
ENSG00000139178	0.813623208	Gene
ENSG00000182326	0.741713578	Gene
ENSG00000198547	1.444098843	Gene
ENSG00000196421	1.830558266	Gene
ENSG00000196476	0.709413538	Gene
ENSG00000160298	1.642815887	Gene
ENSG00000265590	1.280829388	Gene
ENSG00000157617	1.209959285	Gene
ENSG00000204128	0.683595816	Gene
ENSG00000228486	0.60474063	Gene
ENSG00000125730	1.88577275	Gene
ENSG00000171860	1.270936051	Gene
ENSG00000131379	1.183345726	Gene
ENSG00000188315	0.564649755	Gene
ENSG00000187068	0.423600697	Gene
ENSG00000244731	2.537197302	Gene
ENSG00000224389	2.116934354	Gene
ENSG00000197405	1.140453647	Gene
ENSG00000153790	0.811579009	Gene
ENSG00000241852	0.764201783	Gene
ENSG00000213563	1.014244204	Gene
ENSG00000187753	1.283944174	Gene
ENSG00000157653	0.960780724	Gene
ENSG00000104267	0.537602547	Gene
ENSG00000134508	0.651014864	Gene
ENSG00000160325	0.805915186	Gene
ENSG00000158966	0.412799785	Gene
ENSG00000105605	0.739881114	Gene
ENSG00000105298	0.632634659	Gene
ENSG00000084774	0.815590061	Gene
ENSG00000136436	0.596842938	Gene
ENSG00000138172	0.748849786	Gene
ENSG00000171302	0.518944824	Gene
ENSG00000042493	1.242040722	Gene
ENSG00000142330	0.833124899	Gene
ENSG00000214711	0.661967449	Gene
ENSG00000103326	1.151806114	Gene
ENSG00000162909	0.750616291	Gene
ENSG00000105519	1.254492518	Gene
ENSG00000100065	1.441451263	Gene
ENSG00000165233	0.833002449	Gene
ENSG00000105483	0.661697577	Gene
ENSG00000187796	1.969290868	Gene
ENSG00000153048	1.109515925	Gene
ENSG00000134905	0.568918474	Gene
ENSG00000108349	0.450605264	Gene
ENSG00000177303	1.136645772	Gene
ENSG00000137752	1.086475494	Gene
ENSG00000196954	1.030163318	Gene
ENSG00000138794	0.827348123	Gene
ENSG00000165806	0.768921892	Gene
ENSG00000132906	0.691764542	Gene
ENSG00000087589	0.680297325	Gene
ENSG00000274070	0.745198831	Gene
ENSG00000130940	1.239350705	Gene
ENSG00000099338	1.212345376	Gene
ENSG00000177469	0.701209539	Gene
ENSG00000168497	0.557158162	Gene
ENSG00000078699	0.481381375	Gene
ENSG00000129993	0.907633592	Gene
ENSG00000067955	0.899673997	Gene
ENSG00000159228	0.847479434	Gene
ENSG00000159231	0.6758515	Gene
ENSG00000160200	1.227489169	Gene
ENSG00000274276	2.079971428	Gene
ENSG00000173894	1.389570487	Gene
ENSG00000100307	0.538258594	Gene
ENSG00000132024	0.822621404	Gene
ENSG00000135736	1.278143631	Gene
ENSG00000147144	1.216842066	Gene
ENSG00000104957	0.666537848	Gene
ENSG00000100147	0.736977736	Gene
ENSG00000135637	0.801983129	Gene
ENSG00000149548	0.684635631	Gene
ENSG00000197599	2.005031952	Gene
ENSG00000183401	0.71991922	Gene
ENSG00000159588	1.646647125	Gene
ENSG00000141519	0.596841237	Gene
ENSG00000176155	0.709706657	Gene
ENSG00000104983	0.64523995	Gene
ENSG00000169515	0.752245526	Gene
ENSG00000205476	0.589393199	Gene
ENSG00000110104	0.489065444	Gene
ENSG00000168071	1.248779512	Gene
ENSG00000105321	0.794002837	Gene
ENSG00000142039	0.841813289	Gene
ENSG00000188549	0.971413404	Gene
ENSG00000262484	0.70625508	Gene
ENSG00000204536	0.548228843	Gene
ENSG00000145386	1.068771644	Gene
ENSG00000112576	0.590959979	Gene
ENSG00000135083	0.65604451	Gene
ENSG00000221978	0.714625698	Gene
ENSG00000163823	1.226435902	Gene
ENSG00000173992	0.477344341	Gene
ENSG00000170458	2.104132866	Gene
ENSG00000177697	1.001228941	Gene
ENSG00000177575	2.500685971	Gene
ENSG00000012124	0.896596059	Gene
ENSG00000103855	0.578053038	Gene
ENSG00000167851	2.075255366	Gene
ENSG00000105383	1.276871368	Gene
ENSG00000104894	1.619579642	Gene
ENSG00000010610	1.384156987	Gene
ENSG00000101017	1.076369605	Gene
ENSG00000026508	1.060561342	Gene
ENSG00000019582	1.635300088	Gene
ENSG00000110651	1.221282629	Gene
ENSG00000085117	1.12217205	Gene
ENSG00000125810	1.787071872	Gene
ENSG00000002586	1.118554908	Gene
ENSG00000140326	0.628798144	Gene
ENSG00000101224	0.6458276	Gene
ENSG00000128283	1.314868613	Gene
ENSG00000179604	0.650707542	Gene
ENSG00000170779	0.779554096	Gene
ENSG00000163814	0.789019678	Gene
ENSG00000101542	0.568405555	Gene
ENSG00000107736	1.13006367	Gene
ENSG00000139880	0.924930172	Gene
ENSG00000185324	0.755304116	Gene
ENSG00000167258	0.464238675	Gene
ENSG00000117266	0.864853343	Gene
ENSG00000123374	1.386350519	Gene
ENSG00000167797	0.789700447	Gene
ENSG00000136861	0.53073369	Gene
ENSG00000136807	0.718776317	Gene
ENSG00000124762	1.358942641	Gene
ENSG00000123080	0.733900012	Gene
ENSG00000186567	1.093805521	Gene
ENSG00000245848	1.068621506	Gene
ENSG00000172216	1.205213488	Gene
ENSG00000221869	1.40867922	Gene
ENSG00000099954	0.94663223	Gene
ENSG00000143126	0.668577832	Gene
ENSG00000141577	0.788208416	Gene
ENSG00000103995	0.810498288	Gene
ENSG00000110274	0.660631902	Gene
ENSG00000126001	0.387623955	Gene
ENSG00000178404	1.415593956	Gene
ENSG00000112877	0.631079793	Gene
ENSG00000167123	0.86338965	Gene
ENSG00000143418	0.59458974	Gene
ENSG00000090661	0.647266138	Gene
ENSG00000172828	1.001382824	Gene
ENSG00000172824	0.675091542	Gene
ENSG00000159079	0.81424802	Gene
ENSG00000160226	1.000745628	Gene
ENSG00000172361	0.820946044	Gene
ENSG00000000971	0.792786563	Gene
ENSG00000003402	0.774351257	Gene
ENSG00000164430	0.837338792	Gene
ENSG00000143375	1.244495376	Gene
ENSG00000128849	0.63611684	Gene
ENSG00000136457	0.805147589	Gene
ENSG00000100399	0.953944037	Gene
ENSG00000111642	0.615697133	Gene
ENSG00000016391	1.051869517	Gene
ENSG00000085872	0.908350052	Gene
ENSG00000072609	0.823374753	Gene
ENSG00000133048	2.355028096	Gene
ENSG00000254505	0.731183814	Gene
ENSG00000176108	0.717863034	Gene
ENSG00000123989	0.923144953	Gene
ENSG00000136213	1.015389754	Gene
ENSG00000169105	1.080592855	Gene
ENSG00000122863	1.288863352	Gene
ENSG00000183196	1.343487748	Gene
ENSG00000127586	0.989575261	Gene
ENSG00000185043	0.619548905	Gene
ENSG00000079432	1.034993388	Gene
ENSG00000136305	1.014033302	Gene
ENSG00000179583	1.268528545	Gene
ENSG00000148337	0.496915791	Gene
ENSG00000217555	0.813760912	Gene
ENSG00000104859	0.786715716	Gene
ENSG00000114859	0.544871041	Gene
ENSG00000103249	1.021534472	Gene
ENSG00000106404	1.468284202	Gene
ENSG00000184113	1.420243405	Gene
ENSG00000038532	0.479147855	Gene
ENSG00000140839	1.513964565	Gene
ENSG00000213719	1.202524946	Gene
ENSG00000106665	0.669451968	Gene
ENSG00000176444	0.419010671	Gene
ENSG00000179335	0.534252899	Gene
ENSG00000165959	0.85303303	Gene
ENSG00000188603	1.106346157	Gene
ENSG00000128973	0.958173699	Gene
ENSG00000182372	0.572288979	Gene
ENSG00000070371	0.724345944	Gene
ENSG00000132361	0.725681618	Gene
ENSG00000174600	1.066455029	Gene
ENSG00000140931	1.501397829	Gene
ENSG00000142675	1.338853297	Gene
ENSG00000064666	1.1875166	Gene
ENSG00000117519	0.457295835	Gene
ENSG00000168763	0.70232557	Gene
ENSG00000088038	0.754655074	Gene
ENSG00000115649	0.599941875	Gene
ENSG00000122756	1.123977334	Gene
ENSG00000283378	1.901870536	Gene
ENSG00000168434	0.432858857	Gene
ENSG00000213380	0.855692736	Gene
ENSG00000204248	0.878923697	Gene
ENSG00000182871	2.095212666	Gene
ENSG00000050767	0.809185617	Gene
ENSG00000196739	1.116033436	Gene
ENSG00000187498	1.117721145	Gene
ENSG00000134871	0.95772192	Gene
ENSG00000169031	0.602156592	Gene
ENSG00000081052	0.962285148	Gene
ENSG00000130635	0.824622995	Gene
ENSG00000080573	0.953939559	Gene
ENSG00000142156	1.429763089	Gene
ENSG00000142173	1.375988346	Gene
ENSG00000114270	1.009280804	Gene
ENSG00000171812	2.123698327	Gene
ENSG00000130309	1.27167696	Gene
ENSG00000285382	0.728477217	Gene
ENSG00000093010	0.911634261	Gene
ENSG00000005243	1.05435086	Gene
ENSG00000123815	1.199752001	Gene
ENSG00000172725	0.861061906	Gene
ENSG00000262246	0.895991253	Gene
ENSG00000103187	0.988927852	Gene
ENSG00000240230	0.692350481	Gene
ENSG00000047457	3.409598255	Gene
ENSG00000160111	0.918475991	Gene
ENSG00000140848	0.800665151	Gene
ENSG00000071894	0.68766494	Gene
ENSG00000149532	0.390529596	Gene
ENSG00000203710	1.759361629	Gene
ENSG00000007545	0.608903229	Gene
ENSG00000095321	0.652326271	Gene
ENSG00000148204	1.10361965	Gene
ENSG00000182158	0.796831307	Gene
ENSG00000143578	1.283865272	Gene
ENSG00000005339	0.599586138	Gene
ENSG00000184164	0.525027533	Gene
ENSG00000146215	1.239052327	Gene
ENSG00000103196	0.739968994	Gene
ENSG00000058453	1.053038908	Gene
ENSG00000105662	0.973547225	Gene
ENSG00000160741	0.724584744	Gene
ENSG00000140577	0.591446085	Gene
ENSG00000109846	1.15890197	Gene
ENSG00000165475	0.493798084	Gene
ENSG00000205758	0.555082455	Gene
ENSG00000139631	0.782597945	Gene
ENSG00000184371	1.671116932	Gene
ENSG00000182578	1.479529058	Gene
ENSG00000100368	1.833775996	Gene
ENSG00000119535	1.601809555	Gene
ENSG00000103653	0.82836361	Gene
ENSG00000121904	0.585376541	Gene
ENSG00000141551	0.791578329	Gene
ENSG00000213923	0.743398992	Gene
ENSG00000173546	0.987424009	Gene
ENSG00000159176	0.590045719	Gene
ENSG00000160213	0.67494497	Gene
ENSG00000175029	0.479754936	Gene
ENSG00000178971	0.50509918	Gene
ENSG00000060069	0.814556254	Gene
ENSG00000144579	1.434347716	Gene
ENSG00000175215	0.986715174	Gene
ENSG00000134030	0.591773868	Gene
ENSG00000142544	0.879343355	Gene
ENSG00000044090	0.554870938	Gene
ENSG00000112659	0.585707546	Gene
ENSG00000161921	1.217183712	Gene
ENSG00000081041	1.396989572	Gene
ENSG00000154832	0.471281424	Gene
ENSG00000162144	0.611019109	Gene
ENSG00000114395	1.037815636	Gene
ENSG00000100243	1.02141799	Gene
ENSG00000215883	0.455955421	Gene
ENSG00000051523	1.863754357	Gene
ENSG00000178927	1.169183077	Gene
ENSG00000187954	0.990915158	Gene
ENSG00000119004	0.588471233	Gene
ENSG00000135929	1.050403777	Gene
ENSG00000171903	0.974685271	Gene
ENSG00000122783	0.452002774	Gene
ENSG00000105443	0.679240906	Gene
ENSG00000100055	1.122816092	Gene
ENSG00000166265	1.036646954	Gene
ENSG00000180902	1.052083125	Gene
ENSG00000146122	0.711206571	Gene
ENSG00000164488	0.989130893	Gene
ENSG00000112977	0.578994827	Gene
ENSG00000071626	0.561661739	Gene
ENSG00000161692	1.089664538	Gene
ENSG00000244274	0.74530258	Gene
ENSG00000136279	0.461849071	Gene
ENSG00000132017	0.7702781	Gene
ENSG00000166341	0.985115463	Gene
ENSG00000213722	0.910582999	Gene
ENSG00000134574	1.022719875	Gene
ENSG00000168209	1.204037884	Gene
ENSG00000204580	1.289305457	Gene
ENSG00000013573	1.308780517	Gene
ENSG00000125485	0.59613224	Gene
ENSG00000123136	0.713545745	Gene
ENSG00000198563	0.749010791	Gene
ENSG00000136271	0.447809734	Gene
ENSG00000137628	0.534132248	Gene
ENSG00000181381	0.599482279	Gene
ENSG00000023892	1.101838337	Gene
ENSG00000168350	1.283971379	Gene
ENSG00000119522	0.47481081	Gene
ENSG00000205744	1.382746907	Gene
ENSG00000146966	0.685760241	Gene
ENSG00000166444	0.839564024	Gene
ENSG00000105339	0.644544227	Gene
ENSG00000198837	0.858945272	Gene
ENSG00000165507	2.502878344	Gene
ENSG00000099958	1.131809403	Gene
ENSG00000169598	0.943174253	Gene
ENSG00000128191	0.60841753	Gene
ENSG00000077044	0.769278301	Gene
ENSG00000058866	0.586803515	Gene
ENSG00000162496	0.778457614	Gene
ENSG00000169084	0.888540998	Gene
ENSG00000181192	0.523823802	Gene
ENSG00000134815	0.927465497	Gene
ENSG00000150990	0.777896268	Gene
ENSG00000108771	0.531108774	Gene
ENSG00000101191	0.426376704	Gene
ENSG00000160305	1.055508414	Gene
ENSG00000147113	1.400274139	Gene
ENSG00000144535	0.412652903	Gene
ENSG00000162946	0.60919828	Gene
ENSG00000154309	0.472306884	Gene
ENSG00000204624	0.792939212	Gene
ENSG00000008226	1.083507621	Gene
ENSG00000151208	0.52011422	Gene
ENSG00000080845	0.531269276	Gene
ENSG00000198719	0.879951789	Gene
ENSG00000128917	1.087731314	Gene
ENSG00000104936	1.133338123	Gene
ENSG00000185800	0.621278765	Gene
ENSG00000164818	1.110399461	Gene
ENSG00000114841	0.751583948	Gene
ENSG00000174844	0.876158052	Gene
ENSG00000135924	0.697337845	Gene
ENSG00000104129	0.482972534	Gene
ENSG00000163879	0.666587835	Gene
ENSG00000213918	0.744746808	Gene
ENSG00000167968	1.70707926	Gene
ENSG00000179532	0.713853121	Gene
ENSG00000079805	1.001543826	Gene
ENSG00000107554	0.431301013	Gene
ENSG00000119772	0.450801472	Gene
ENSG00000088305	0.688631578	Gene
ENSG00000123992	0.862601966	Gene
ENSG00000134516	1.117918148	Gene
ENSG00000147459	0.923460594	Gene
ENSG00000130158	1.390640166	Gene
ENSG00000107099	1.190897399	Gene
ENSG00000115325	1.366199799	Gene
ENSG00000146094	1.02195979	Gene
ENSG00000159147	0.814390283	Gene
ENSG00000142197	0.436245357	Gene
ENSG00000104885	1.182974091	Gene
ENSG00000133884	0.53046035	Gene
ENSG00000108963	0.517449343	Gene
ENSG00000148399	0.434114027	Gene
ENSG00000254986	0.614730045	Gene
ENSG00000176978	0.72411647	Gene
ENSG00000142002	1.018810255	Gene
ENSG00000113657	0.347541441	Gene
ENSG00000108591	0.596351902	Gene
ENSG00000171587	0.638700998	Gene
ENSG00000177103	0.612941762	Gene
ENSG00000091073	1.419295284	Gene
ENSG00000163840	1.090538336	Gene
ENSG00000168393	0.926776387	Gene
ENSG00000137857	2.245932194	Gene
ENSG00000167264	0.508696268	Gene
ENSG00000149599	0.697256978	Gene
ENSG00000167065	0.622205787	Gene
ENSG00000130829	1.157751097	Gene
ENSG00000004975	0.820222966	Gene
ENSG00000161202	0.572901243	Gene
ENSG00000135636	0.920860392	Gene
ENSG00000158163	1.04612663	Gene
ENSG00000205250	0.519426001	Gene
ENSG00000088881	0.8885161	Gene
ENSG00000117298	0.9378322	Gene
ENSG00000145194	0.755101055	Gene
ENSG00000121310	0.711764205	Gene
ENSG00000167969	0.801324453	Gene
ENSG00000158813	0.853846897	Gene
ENSG00000179151	0.485774008	Gene
ENSG00000088298	0.460764678	Gene
ENSG00000123427	0.845033288	Gene
ENSG00000104529	0.711135746	Gene
ENSG00000103319	0.542123129	Gene
ENSG00000122547	0.627634984	Gene
ENSG00000172771	0.936110315	Gene
ENSG00000172638	0.823697334	Gene
ENSG00000115468	1.059169877	Gene
ENSG00000169242	1.381312195	Gene
ENSG00000090776	0.855816822	Gene
ENSG00000100842	0.910472248	Gene
ENSG00000241404	1.119568636	Gene
ENSG00000135766	0.699594584	Gene
ENSG00000269858	0.943138596	Gene
ENSG00000173442	1.043753537	Gene
ENSG00000110047	0.793857492	Gene
ENSG00000024422	0.807392883	Gene
ENSG00000103966	0.605875925	Gene
ENSG00000181090	0.736094368	Gene
ENSG00000187840	1.084252824	Gene
ENSG00000120690	0.610458828	Gene
ENSG00000102034	1.689764595	Gene
ENSG00000166897	0.714426093	Gene
ENSG00000126767	0.75139152	Gene
ENSG00000105656	0.788424457	Gene
ENSG00000115459	0.581912203	Gene
ENSG00000156030	0.694425262	Gene
ENSG00000049540	0.648230347	Gene
ENSG00000164181	0.492330427	Gene
ENSG00000161671	0.665894013	Gene
ENSG00000197774	0.856992867	Gene
ENSG00000126749	0.495132197	Gene
ENSG00000186998	0.971543104	Gene
ENSG00000138080	1.308846979	Gene
ENSG00000132205	0.94477994	Gene
ENSG00000149499	1.58088172	Gene
ENSG00000134531	1.37199379	Gene
ENSG00000213853	0.916226751	Gene
ENSG00000142227	1.312652763	Gene
ENSG00000173818	0.48794577	Gene
ENSG00000106991	1.139053292	Gene
